Artwork_Name,Artist Name,Artist Reputation,Sculpture_Type,Material,Height,Width,Weight,Creation_Year,Artwork_Age,Artist_Alive,Aesthetic_Descriptor,Provenance,Previous_Auction_Price,Price
Contemporary_Chad_2595,Chad Clark,0.18,Contemporary,Brass,31.0,11.0,22502.0,1876,149,No,Expressive,Gallery Exhibition,11.29,15.29
Modern_Sandra_2596,Sandra Joyner,0.23,Modern,Brass,30.0,16.0,49321.0,1851,174,No,Elegant,Auctioned in London,172.75,158.73
Contemporary_Nichole_2597,Nichole Combs,0.51,Contemporary,Marble,25.0,21.0,1739435.0,1935,90,No,Vibrant,Private Collection,11592.51,13694.68
Abstract_Neil_2598,Neil Lewis,0.45,Abstract,,8.0,4.0,,1966,59,Yes,Vibrant,Private Collection,3.34,5.53
Renaissance_Jeremy_2599,Jeremy Crawford,0.37,Renaissance,Marble,19.0,8.0,108740.0,1958,67,Yes,Rustic,Auctioned in London,193.34,202.15
Baroque_Shirley_2600,Shirley Jenkins,0.84,Baroque,Aluminium,51.0,15.0,,1859,166,No,Vibrant,Acquired from Artist,8.93,13.09
Contemporary_Robert_2601,Robert Peoples,0.19,Contemporary,Clay,18.0,14.0,3518.0,1892,133,No,Rustic,Private Collection,11.13,11.68
Renaissance_Julio_2602,Julio Mata,0.94,Renaissance,Brass,17.0,8.0,7833.0,1971,54,Yes,Rustic,Inherited Estate,42.19,38.41
Renaissance_Herbert_2603,Herbert Wright,0.19,Renaissance,Bronze,15.0,7.0,1230.0,1954,71,Yes,Polished,Gallery Exhibition,5.3,6.19
Renaissance_Ricardo_2604,Ricardo Scheer,0.42,Renaissance,Stone,14.0,8.0,86151.0,1906,119,No,Vibrant,Gallery Exhibition,154.25,184.01
Minimalist_Jason_2605,Jason Dearing,0.16,Minimalist,Wood,15.0,8.0,90.0,1916,109,No,Polished,Gallery Exhibition,2.78,3.81
Minimalist_Rhonda_2606,Rhonda Thompson,0.3,Minimalist,Clay,46.0,12.0,6184.0,1944,81,No,Minimal,Auctioned in New York,19.28,29.9
Classical_Charles_2607,Charles Bates,0.86,Classical,Clay,19.0,6.0,1262.0,1987,38,Yes,Expressive,Auctioned in London,4.17,6.14
Contemporary_Michael_2608,Michael Reichenbach,0.71,Contemporary,Aluminium,25.0,15.0,2342.0,1862,163,No,Vibrant,Inherited Estate,3.63,5.76
Minimalist_David_2609,David Wallander,0.09,Minimalist,Bronze,7.0,,623.0,1908,117,No,Minimal,Gallery Exhibition,5.78,5.44
Renaissance_Madeline_2610,Madeline Melton,0.56,Renaissance,Stone,18.0,6.0,123572.0,1918,107,No,Rustic,Inherited Estate,423.64,572.82
Minimalist_Sue_2611,Sue Johnson,0.53,Minimalist,,24.0,14.0,1400823.0,1931,94,No,Polished,Auctioned in London,4024.24,5650.93
Classical_Hiram_2612,Hiram Williams,0.13,Classical,Wood,29.0,10.0,644.0,2020,5,Yes,Elegant,Auctioned in New York,3.74,5.36
Contemporary_Freeman_2613,Freeman Hoeck,0.87,Contemporary,Clay,11.0,,408.0,1898,127,No,Rustic,Auctioned in London,6.25,6.58
Contemporary_Willie_2614,Willie Jenkins,0.51,Contemporary,Brass,47.0,19.0,172218.0,2008,17,Yes,Vibrant,Auctioned in London,721.83,668.9
Modern_Christopher_2615,Christopher Minier,0.07,Modern,Brass,14.0,8.0,4760.0,1872,153,No,Intricate,Acquired from Artist,10.26,9.48
Modern_Jon_2616,Jon Funke,,Modern,,3.0,2.0,79.0,1914,111,No,Minimal,Private Collection,2.19,3.63
Contemporary_Amalia_2617,Amalia Grant,0.05,Contemporary,Clay,25.0,9.0,1852.0,1906,119,No,Elegant,Museum Deaccession,3.67,5.69
Minimalist_Steven_2618,Steven Lynch,0.75,Minimalist,Wood,22.0,9.0,435.0,1890,135,No,Elegant,Acquired from Artist,4.03,5.5
Minimalist_Melissa_2619,Melissa Brinson,0.22,Minimalist,Bronze,13.0,,1052.0,1881,144,No,Elegant,Auctioned in New York,5.03,5.16
Renaissance_Kathryn_2620,Kathryn Nickl,0.14,Renaissance,,4.0,4.0,109.0,1939,86,No,Intricate,Acquired from Artist,4.13,6.23
Modern_James_2621,James Cannon,0.05,Modern,Marble,8.0,,,1883,142,No,Elegant,Acquired from Artist,3.65,4.34
Minimalist_Ann_2622,Ann Nguyen,,Minimalist,Brass,6.0,4.0,520.0,1930,95,No,Vibrant,Museum Deaccession,5.7,5.96
Renaissance_Maria_2623,Maria Frankel,0.6,Renaissance,Bronze,14.0,8.0,2097.0,1877,148,No,Minimal,Private Collection,13.39,13.75
Abstract_Carl_2624,Carl Decoteau,0.89,Abstract,Marble,15.0,7.0,33146.0,1939,86,No,Polished,Museum Deaccession,209.6,315.54
Baroque_Lawrence_2625,Lawrence Marconis,0.83,Baroque,,44.0,14.0,2916.0,2018,7,Yes,Polished,Private Collection,3.59,5.05
Renaissance_William_2626,William Rose,0.76,Renaissance,Clay,19.0,,,1964,61,Yes,Polished,Museum Deaccession,5.34,6.73
Classical_Jay_2627,Jay Lussier,0.36,Classical,Stone,11.0,7.0,35050.0,1927,98,No,Rustic,Private Collection,108.67,116.58
Classical_Yvonne_2628,Yvonne Hough,0.42,Classical,Aluminium,46.0,27.0,7383.0,1944,81,No,Polished,Museum Deaccession,6.0,9.43
Renaissance_Curtis_2629,Curtis Ange,0.37,Renaissance,Stone,39.0,,2282724.0,2002,23,Yes,Intricate,Inherited Estate,5332.27,5255.47
Baroque_Peggy_2630,Peggy Gregory,0.47,Baroque,Bronze,22.0,9.0,4578.0,1971,54,Yes,Rustic,Auctioned in London,12.1,12.61
Classical_Ron_2631,Ron Pigott,0.2,Classical,Brass,12.0,6.0,1864.0,1909,116,No,Minimal,Inherited Estate,3.74,5.33
Renaissance_Keith_2632,Keith Hileman,0.71,Renaissance,Brass,12.0,8.0,3893.0,2013,12,Yes,Rustic,Private Collection,12.4,12.63
Abstract_Jung_2633,Jung Gonzales,,Abstract,Wood,27.0,13.0,877.0,1962,63,Yes,Intricate,Gallery Exhibition,6.45,7.0
Modern_Wilfred_2634,Wilfred Rodriguez,,Modern,Brass,8.0,5.0,683.0,1949,76,No,Elegant,Museum Deaccession,3.46,4.38
Modern_Robert_2635,Robert Bratton,,Modern,Clay,23.0,11.0,2560.0,1891,134,No,Vibrant,Museum Deaccession,6.08,6.68
Abstract_Deanna_2636,Deanna Perez,0.13,Abstract,Wood,23.0,6.0,311.0,1904,121,No,Rustic,Acquired from Artist,3.21,3.58
Minimalist_Joseph_2637,Joseph Oliver,0.19,Minimalist,Wood,33.0,19.0,1370.0,1881,144,No,Minimal,Auctioned in London,3.03,4.19
Renaissance_Bruce_2638,Bruce Wojciak,0.23,Renaissance,Wood,19.0,8.0,,1963,62,Yes,Minimal,Private Collection,3.7,6.01
Modern_Richard_2639,Richard Elliott,0.23,Modern,Stone,11.0,8.0,24170.0,2005,20,Yes,Elegant,Auctioned in London,92.7,98.3
Contemporary_Jane_2640,Jane Wike,0.62,Contemporary,Clay,7.0,4.0,99.0,1884,141,No,Elegant,Private Collection,4.57,5.11
Contemporary_Linda_2641,Linda Ray,0.8,Contemporary,,,8.0,,1916,109,No,Elegant,Acquired from Artist,12.0,13.97
Contemporary_Phil_2642,Phil Seney,,Contemporary,Aluminium,29.0,15.0,2492.0,1886,139,No,Minimal,Private Collection,5.05,6.34
Minimalist_Scott_2643,Scott Melton,0.4,Minimalist,Wood,5.0,4.0,25.0,1856,169,No,Rustic,Inherited Estate,2.15,3.41
Abstract_Leslie_2644,Leslie Major,0.73,Abstract,Marble,27.0,12.0,390819.0,1988,37,Yes,Rustic,Auctioned in London,726.62,858.28
Classical_Arlene_2645,Arlene Hayes,,Classical,Aluminium,7.0,5.0,90.0,1989,36,Yes,Expressive,Private Collection,3.66,3.97
Baroque_Charles_2646,Charles Lopez,0.17,Baroque,Clay,17.0,,656.0,1887,138,No,Vibrant,Auctioned in New York,5.57,6.51
Modern_Humberto_2647,Humberto Knowles,0.69,Modern,Bronze,28.0,8.0,9488.0,1897,128,No,Polished,Acquired from Artist,51.61,47.87
Classical_Michael_2648,Michael Amezquita,,Classical,Wood,,20.0,1054.0,1995,30,Yes,Elegant,Acquired from Artist,5.9,6.51
Classical_Cathy_2649,Cathy Leboeuf,,Classical,Bronze,14.0,6.0,2462.0,1908,117,No,Expressive,Acquired from Artist,8.09,10.88
Contemporary_Enedina_2650,Enedina Peterson,0.09,Contemporary,Aluminium,40.0,12.0,2806.0,1883,142,No,Minimal,Museum Deaccession,3.47,5.61
Classical_Elisabeth_2651,Elisabeth Cooper,0.02,Classical,Wood,42.0,11.0,742.0,1980,45,Yes,Minimal,Acquired from Artist,3.68,4.43
Classical_David_2652,David Gerner,0.82,Classical,,14.0,8.0,140.0,1863,162,No,Polished,Private Collection,5.2,4.87
Modern_Stephanie_2653,Stephanie Aquirre,0.55,Modern,Stone,3.0,3.0,157.0,1899,126,No,Expressive,Private Collection,7.24,6.58
Minimalist_Howard_2654,Howard Zerger,0.88,Minimalist,Bronze,24.0,8.0,,1988,37,Yes,Minimal,Gallery Exhibition,30.58,39.5
Modern_Elsie_2655,Elsie Lattimore,,Modern,Bronze,13.0,8.0,2298.0,2016,9,Yes,Elegant,Private Collection,4.94,5.55
Baroque_Adela_2656,Adela Brock,0.95,Baroque,Aluminium,39.0,14.0,3614.0,1926,99,No,Expressive,Private Collection,4.66,7.38
Modern_Floyd_2657,Floyd Bocook,,Modern,Stone,,13.0,,1873,152,No,Elegant,Auctioned in New York,3584.65,3488.18
Baroque_Brian_2658,Brian Jenson,0.42,Baroque,Brass,32.0,8.0,13314.0,1978,47,Yes,Expressive,Auctioned in New York,24.54,34.48
Modern_Kenneth_2659,Kenneth Wright,0.96,Modern,Bronze,,10.0,12528.0,1851,174,No,Rustic,Private Collection,48.68,45.56
Modern_Lonnie_2660,Lonnie Bolton,0.42,Modern,Brass,52.0,26.0,281213.0,1953,72,Yes,Vibrant,Auctioned in New York,1369.83,1506.76
Contemporary_Angela_2661,Angela Lawson,0.36,Contemporary,Bronze,12.0,8.0,2883.0,1984,41,Yes,Intricate,Auctioned in London,4.21,4.13
Minimalist_Cesar_2662,Cesar Ochoa,0.02,Minimalist,Wood,27.0,13.0,483.0,1852,173,No,Elegant,Auctioned in London,5.1,5.47
Renaissance_Angela_2663,Angela Brislin,0.37,Renaissance,Brass,44.0,10.0,66080.0,1982,43,Yes,Intricate,Gallery Exhibition,100.12,96.93
Classical_Christopher_2664,Christopher Gau,0.94,Classical,Wood,32.0,14.0,352.0,1953,72,Yes,Polished,Gallery Exhibition,4.66,5.68
Classical_Dianne_2665,Dianne Claggett,0.95,Classical,Bronze,21.0,6.0,4008.0,1948,77,No,Elegant,Private Collection,4.24,5.91
Baroque_Timothy_2666,Timothy Wallin,0.42,Baroque,Stone,5.0,3.0,1147.0,1856,169,No,Expressive,Auctioned in New York,5.56,6.34
Minimalist_Jeanne_2667,Jeanne Snell,0.99,Minimalist,Brass,21.0,9.0,8946.0,1857,168,No,Intricate,Museum Deaccession,50.9,49.25
Minimalist_Darryl_2668,Darryl Hirko,0.08,Minimalist,Marble,17.0,11.0,175973.0,1937,88,No,Polished,Acquired from Artist,290.26,325.62
Baroque_Mark_2669,Mark Doucet,0.36,Baroque,Marble,22.0,13.0,562649.0,1945,80,No,Intricate,Inherited Estate,1409.4,2169.53
Minimalist_Lois_2670,Lois Morales,,Minimalist,Bronze,28.0,13.0,,1907,118,No,Minimal,Auctioned in London,16.69,20.34
Minimalist_Shauna_2671,Shauna Espinoza,0.66,Minimalist,,8.0,5.0,50.0,1875,150,No,Minimal,Auctioned in New York,4.75,6.77
Modern_Mandy_2672,Mandy Whitaker,,Modern,Marble,16.0,7.0,59427.0,1926,99,No,Vibrant,Museum Deaccession,258.46,303.41
Modern_James_2673,James Mcchesney,0.16,Modern,Aluminium,10.0,4.0,185.0,1899,126,No,Expressive,Auctioned in London,2.52,3.24
Minimalist_Amanda_2674,Amanda Brown,0.99,Minimalist,Aluminium,8.0,4.0,88.0,1961,64,Yes,Polished,Inherited Estate,2.63,3.63
Modern_Darlene_2675,Darlene Cuthbertson,0.6,Modern,Marble,21.0,12.0,281820.0,1901,124,No,Vibrant,Museum Deaccession,981.82,1127.29
Baroque_Wendi_2676,Wendi Engle,0.81,Baroque,Wood,29.0,17.0,1209.0,1889,136,No,Elegant,Acquired from Artist,5.49,6.8
Contemporary_Donald_2677,Donald Noel,0.13,Contemporary,Marble,19.0,6.0,65711.0,1883,142,No,Vibrant,Inherited Estate,69.39,73.28
Renaissance_Debra_2678,Debra Shaddox,0.17,Renaissance,,21.0,12.0,18618.0,2012,13,Yes,Rustic,Auctioned in London,6.05,6.22
Baroque_Pamela_2679,Pamela Delperdang,0.01,Baroque,,9.0,4.0,41.0,1943,82,No,Elegant,Acquired from Artist,3.65,4.19
Contemporary_Bob_2680,Bob Drake,0.34,Contemporary,Wood,20.0,10.0,436.0,2018,7,Yes,Expressive,Auctioned in London,6.2,6.15
Modern_Thomas_2681,Thomas Dye,0.3,Modern,Wood,38.0,18.0,342.0,2002,23,Yes,Elegant,Auctioned in New York,4.1,5.11
Minimalist_Karla_2682,Karla Easter,0.74,Minimalist,Marble,6.0,4.0,767.0,1880,145,No,Minimal,Museum Deaccession,3.04,4.22
Minimalist_Dorothy_2683,Dorothy Cobham,0.17,Minimalist,Clay,46.0,20.0,9448.0,1998,27,Yes,Rustic,Auctioned in New York,14.21,16.07
Minimalist_Joan_2684,Joan Vanduser,0.07,Minimalist,Marble,38.0,16.0,2272743.0,1932,93,No,Intricate,Auctioned in London,3289.07,3316.0
Modern_Todd_2685,Todd Hallett,0.01,Modern,Bronze,7.0,5.0,452.0,2001,24,Yes,Expressive,Acquired from Artist,2.48,3.86
Baroque_Valerie_2686,Valerie Staub,0.12,Baroque,Stone,17.0,11.0,278914.0,1872,153,No,Expressive,Museum Deaccession,171.87,273.44
Baroque_Shirley_2687,Shirley Hinesley,0.09,Baroque,Marble,5.0,5.0,1960.0,1998,27,Yes,Polished,Auctioned in New York,3.06,3.04
Contemporary_Oralia_2688,Oralia Krueger,,Contemporary,Aluminium,17.0,6.0,553.0,1930,95,No,Vibrant,Acquired from Artist,4.15,4.5
Renaissance_Brady_2689,Brady Perez,0.72,Renaissance,Brass,13.0,7.0,4192.0,1983,42,Yes,Rustic,Inherited Estate,9.06,10.37
Abstract_Maurice_2690,Maurice Thomas,0.99,Abstract,Stone,10.0,,11267.0,1931,94,No,Intricate,Inherited Estate,25.55,40.86
Abstract_Anita_2691,Anita Slaton,,Abstract,Wood,25.0,14.0,335.0,1963,62,Yes,Vibrant,Acquired from Artist,3.67,5.27
Modern_Bruce_2692,Bruce Berg,0.46,Modern,Wood,15.0,7.0,223.0,1858,167,No,Polished,Private Collection,4.81,6.63
Minimalist_William_2693,William Ison,0.28,Minimalist,Marble,20.0,12.0,155174.0,1890,135,No,Rustic,Gallery Exhibition,552.71,513.98
Renaissance_Leon_2694,Leon Dean,,Renaissance,,11.0,8.0,39491.0,1956,69,Yes,Minimal,Acquired from Artist,167.96,190.38
Contemporary_James_2695,James Ennis,0.53,Contemporary,Stone,23.0,8.0,,1866,159,No,Intricate,Gallery Exhibition,1089.42,1284.89
Renaissance_Clarence_2696,Clarence Dieter,0.56,Renaissance,Bronze,10.0,,583.0,2001,24,Yes,Rustic,Auctioned in New York,4.5,4.72
Classical_Raymond_2697,Raymond Hebert,0.34,Classical,Brass,36.0,26.0,,1884,141,No,Polished,Auctioned in London,553.68,505.5
Classical_Joe_2698,Joe Rowe,0.46,Classical,Stone,10.0,5.0,6379.0,1859,166,No,Polished,Private Collection,32.53,39.01
Classical_Bobby_2699,Bobby Haase,0.3,Classical,Stone,21.0,,,1978,47,Yes,Rustic,Museum Deaccession,1037.85,1637.85
Renaissance_Betty_2700,Betty Marroguin,0.4,Renaissance,,41.0,19.0,1740453.0,1908,117,No,Rustic,Inherited Estate,2219.5,3375.01
Renaissance_Roy_2701,Roy Oubre,0.13,Renaissance,Brass,3.0,2.0,36.0,1989,36,Yes,Minimal,Auctioned in New York,6.41,6.87
Contemporary_Kevin_2702,Kevin Rickenbacker,0.7,Contemporary,Bronze,39.0,8.0,22702.0,1941,84,No,Vibrant,Gallery Exhibition,37.18,44.45
Contemporary_Irene_2703,Irene Frontz,0.03,Contemporary,,23.0,13.0,36927.0,1972,53,Yes,Expressive,Acquired from Artist,107.75,132.17
Modern_Mary_2704,Mary Adriance,0.66,Modern,Stone,16.0,7.0,61395.0,1897,128,No,Vibrant,Auctioned in New York,80.96,107.4
Classical_Alisa_2705,Alisa Robel,0.94,Classical,Brass,23.0,11.0,10751.0,1893,132,No,Polished,Gallery Exhibition,30.36,32.18
Baroque_Alexander_2706,Alexander Cosley,0.49,Baroque,Bronze,26.0,12.0,7944.0,1870,155,No,Polished,Private Collection,20.41,20.62
Abstract_Joann_2707,Joann Haskell,0.28,Abstract,Clay,19.0,,1109.0,2014,11,Yes,Elegant,Museum Deaccession,5.68,5.77
Minimalist_Heidi_2708,Heidi Shaw,0.58,Minimalist,Clay,6.0,4.0,97.0,1854,171,No,Intricate,Gallery Exhibition,3.86,4.49
Classical_Irene_2709,Irene Esparza,0.65,Classical,,29.0,13.0,4841.0,2008,17,Yes,Rustic,Auctioned in New York,11.21,16.97
Baroque_Danielle_2710,Danielle Borchardt,0.56,Baroque,Aluminium,10.0,4.0,121.0,1985,40,Yes,Minimal,Museum Deaccession,4.42,5.16
Baroque_Cody_2711,Cody Crofts,,Baroque,,27.0,17.0,2398705.0,1924,101,No,Polished,Auctioned in London,6665.86,9569.99
Abstract_Joan_2712,Joan Rincon,0.13,Abstract,,16.0,8.0,233.0,1908,117,No,Expressive,Inherited Estate,3.39,5.05
Classical_Bill_2713,Bill Walker,,Classical,Bronze,7.0,4.0,,1909,116,No,Vibrant,Auctioned in London,2.63,3.05
Contemporary_Carlos_2714,Carlos Nielsen,0.72,Contemporary,,12.0,6.0,667.0,1945,80,No,Elegant,Inherited Estate,3.7,5.33
Classical_Connie_2715,Connie Lopez,0.59,Classical,Clay,13.0,7.0,970.0,1965,60,Yes,Vibrant,Gallery Exhibition,3.25,4.3
Abstract_Rafael_2716,Rafael Spencer,0.18,Abstract,Clay,4.0,4.0,71.0,1897,128,No,Intricate,Private Collection,3.21,4.35
Abstract_Robert_2717,Robert Calderon,0.96,Abstract,Marble,31.0,14.0,1151070.0,1973,52,Yes,Minimal,Auctioned in New York,4290.75,5857.7
Modern_Charles_2718,Charles Dominguez,0.42,Modern,Wood,11.0,8.0,220.0,1991,34,Yes,Expressive,Auctioned in London,5.17,4.91
Renaissance_James_2719,James Mcbride,0.77,Renaissance,Brass,57.0,29.0,442352.0,1912,113,No,Intricate,Private Collection,1475.4,2038.85
Baroque_Ricardo_2720,Ricardo Swanson,0.48,Baroque,,26.0,,483831.0,1907,118,No,Vibrant,Acquired from Artist,669.6,845.78
Baroque_Derrick_2721,Derrick Miles,0.33,Baroque,Bronze,14.0,8.0,4022.0,1883,142,No,Intricate,Auctioned in New York,7.66,8.1
Renaissance_Darrel_2722,Darrel Ware,0.44,Renaissance,Marble,27.0,8.0,295315.0,1990,35,Yes,Expressive,Auctioned in London,1149.11,1506.87
Abstract_James_2723,James Sesler,0.57,Abstract,Clay,19.0,7.0,1479.0,1876,149,No,Vibrant,Museum Deaccession,2.77,3.03
Abstract_Arthur_2724,Arthur Vernon,0.21,Abstract,Clay,29.0,12.0,2311.0,1858,167,No,Minimal,Gallery Exhibition,3.52,5.64
Renaissance_William_2725,William Bergstrom,0.48,Renaissance,Stone,26.0,10.0,815778.0,1951,74,Yes,Rustic,Auctioned in London,686.28,1060.53
Contemporary_Vicki_2726,Vicki Hendricks,0.45,Contemporary,Marble,32.0,12.0,795998.0,1888,137,No,Vibrant,Private Collection,1108.88,1059.02
Abstract_Dianne_2727,Dianne Twehous,0.52,Abstract,Stone,30.0,12.0,1380484.0,1969,56,Yes,Minimal,Acquired from Artist,7997.09,7430.37
Modern_Timothy_2728,Timothy Barley,0.4,Modern,Wood,51.0,8.0,768.0,1996,29,Yes,Expressive,Inherited Estate,4.05,4.96
Classical_Eric_2729,Eric Jackson,,Classical,Aluminium,15.0,6.0,493.0,1905,120,No,Intricate,Gallery Exhibition,3.55,4.07
Contemporary_Erin_2730,Erin Galbraith,,Contemporary,Wood,17.0,9.0,,1957,68,Yes,Expressive,Acquired from Artist,4.52,4.49
Classical_Bessie_2731,Bessie Cordero,,Classical,Stone,,21.0,25254560.0,1975,50,Yes,Polished,Museum Deaccession,159472.55,231660.46
Contemporary_Christina_2732,Christina Baisden,0.5,Contemporary,Aluminium,26.0,7.0,818.0,1880,145,No,Rustic,Museum Deaccession,3.46,4.25
Abstract_Richard_2733,Richard Vogus,0.33,Abstract,Marble,4.0,4.0,570.0,1866,159,No,Elegant,Acquired from Artist,3.42,5.61
Abstract_Constance_2734,Constance Estrello,0.12,Abstract,Clay,42.0,12.0,8154.0,1992,33,Yes,Rustic,Auctioned in London,4.24,5.95
Abstract_Crystal_2735,Crystal Lentz,0.36,Abstract,Bronze,7.0,4.0,327.0,1983,42,Yes,Expressive,Acquired from Artist,3.47,5.49
Minimalist_Brandon_2736,Brandon Burney,0.5,Minimalist,Wood,19.0,6.0,83.0,1881,144,No,Elegant,Gallery Exhibition,3.62,5.85
Classical_Paul_2737,Paul Craig,0.54,Classical,Stone,34.0,,1756625.0,1879,146,No,Vibrant,Inherited Estate,2652.34,2450.68
Classical_Shane_2738,Shane Hughes,0.73,Classical,Wood,13.0,8.0,122.0,1884,141,No,Vibrant,Auctioned in London,4.81,4.65
Modern_Troy_2739,Troy Sallas,,Modern,Brass,,6.0,2003.0,1948,77,No,Minimal,Auctioned in New York,7.13,8.62
Minimalist_Danny_2740,Danny Spencer,0.1,Minimalist,Brass,31.0,,25879.0,1962,63,Yes,Polished,Auctioned in New York,14.04,13.75
Classical_Homer_2741,Homer Cruz,0.48,Classical,Bronze,10.0,4.0,396.0,1923,102,No,Rustic,Museum Deaccession,6.51,6.78
Renaissance_John_2742,John Cook,0.41,Renaissance,Bronze,9.0,4.0,369.0,1985,40,Yes,Polished,Auctioned in London,5.8,5.41
Renaissance_Ashley_2743,Ashley Hahn,0.63,Renaissance,Bronze,8.0,4.0,476.0,1859,166,No,Rustic,Auctioned in London,7.22,6.86
Renaissance_Teddy_2744,Teddy Hernandez,0.56,Renaissance,,,6.0,,1869,156,No,Elegant,Museum Deaccession,6.35,6.08
Modern_Randy_2745,Randy Howard,,Modern,Bronze,,8.0,2723.0,1929,96,No,Expressive,Inherited Estate,26.31,30.6
Renaissance_Edward_2746,Edward Fitzpatrick,0.02,Renaissance,,60.0,20.0,55775.0,1885,140,No,Polished,Inherited Estate,141.83,154.47
Classical_Robert_2747,Robert Davis,0.63,Classical,Aluminium,7.0,5.0,,1929,96,No,Intricate,Acquired from Artist,2.74,3.9
Classical_Tracy_2748,Tracy Ayala,0.13,Classical,Stone,3.0,2.0,166.0,1857,168,No,Rustic,Private Collection,5.2,6.44
Contemporary_Carmen_2749,Carmen Newsom,0.66,Contemporary,Clay,6.0,5.0,141.0,2004,21,Yes,Polished,Museum Deaccession,3.53,5.45
Minimalist_Victoria_2750,Victoria Reth,0.34,Minimalist,Stone,9.0,,6696.0,1869,156,No,Minimal,Inherited Estate,11.29,11.49
Contemporary_David_2751,David Silva,0.29,Contemporary,Wood,20.0,10.0,380.0,1968,57,Yes,Vibrant,Private Collection,4.64,5.55
Renaissance_Edna_2752,Edna Brown,0.73,Renaissance,Wood,30.0,7.0,255.0,1912,113,No,Elegant,Auctioned in New York,4.12,3.81
Modern_Manuel_2753,Manuel Sikora,0.21,Modern,Wood,16.0,8.0,150.0,2001,24,Yes,Elegant,Gallery Exhibition,4.72,5.6
Renaissance_Casey_2754,Casey Horn,,Renaissance,Bronze,18.0,8.0,4126.0,1899,126,No,Minimal,Museum Deaccession,14.84,16.96
Contemporary_David_2755,David Kelly,0.76,Contemporary,,40.0,,,1883,142,No,Expressive,Acquired from Artist,80.29,94.81
Minimalist_John_2756,John Friel,0.25,Minimalist,Wood,12.0,6.0,149.0,1866,159,No,Intricate,Museum Deaccession,5.59,5.87
Renaissance_Christopher_2757,Christopher Garza,0.13,Renaissance,Bronze,18.0,11.0,6955.0,1995,30,Yes,Intricate,Museum Deaccession,8.06,13.19
Abstract_Trina_2758,Trina Tennyson,0.97,Abstract,Stone,16.0,8.0,179449.0,1891,134,No,Rustic,Acquired from Artist,696.66,980.25
Baroque_Robert_2759,Robert Weiss,0.64,Baroque,Stone,21.0,9.0,482125.0,1859,166,No,Vibrant,Private Collection,3966.75,3920.0
Baroque_Edward_2760,Edward Jackson,0.13,Baroque,Aluminium,30.0,8.0,655.0,2002,23,Yes,Expressive,Auctioned in London,3.49,4.72
Minimalist_David_2761,David Bostic,0.15,Minimalist,Bronze,30.0,12.0,,1992,33,Yes,Rustic,Auctioned in London,42.01,46.87
Contemporary_Loretta_2762,Loretta Cayer,0.89,Contemporary,Brass,47.0,18.0,124428.0,1882,143,No,Polished,Museum Deaccession,261.33,363.93
Abstract_Betty_2763,Betty Jeffrey,0.08,Abstract,Bronze,24.0,6.0,2674.0,1863,162,No,Elegant,Acquired from Artist,4.42,4.89
Abstract_Helen_2764,Helen Sebek,0.66,Abstract,Wood,17.0,6.0,157.0,1945,80,No,Intricate,Acquired from Artist,3.89,5.97
Classical_Marguerite_2765,Marguerite Lester,0.7,Classical,Wood,26.0,19.0,683.0,1985,40,Yes,Minimal,Auctioned in New York,5.92,5.98
Abstract_Emogene_2766,Emogene Moy,0.72,Abstract,Marble,27.0,16.0,1110009.0,2018,7,Yes,Elegant,Acquired from Artist,3795.86,4130.71
Baroque_Joseph_2767,Joseph Simon,0.47,Baroque,Brass,32.0,18.0,57618.0,1958,67,Yes,Expressive,Private Collection,114.18,183.59
Contemporary_Lucila_2768,Lucila Barnes,,Contemporary,Aluminium,13.0,8.0,227.0,2011,14,Yes,Polished,Gallery Exhibition,3.61,3.86
Contemporary_Larry_2769,Larry Redding,0.48,Contemporary,Bronze,5.0,3.0,61.0,1965,60,Yes,Rustic,Inherited Estate,4.41,6.17
Contemporary_Angelina_2770,Angelina Lovett,0.47,Contemporary,Bronze,,,16.0,1887,138,No,Rustic,Auctioned in New York,3.08,4.72
Minimalist_Vera_2771,Vera Davis,0.33,Minimalist,Clay,25.0,8.0,1726.0,2010,15,Yes,Elegant,Inherited Estate,5.23,5.38
Renaissance_Eric_2772,Eric Howard,0.71,Renaissance,,40.0,25.0,19453774.0,2004,21,Yes,Minimal,Inherited Estate,56333.83,88827.64
Contemporary_Robin_2773,Robin Mitchell,0.2,Contemporary,Brass,37.0,14.0,36327.0,1992,33,Yes,Vibrant,Museum Deaccession,20.34,29.98
Minimalist_Crystal_2774,Crystal Beck,,Minimalist,Brass,33.0,12.0,35914.0,1981,44,Yes,Expressive,Auctioned in London,94.47,97.71
Renaissance_Eric_2775,Eric Fashaw,0.23,Renaissance,Aluminium,40.0,30.0,10431.0,1949,76,No,Vibrant,Museum Deaccession,15.28,14.38
Modern_Frank_2776,Frank Totman,0.74,Modern,Brass,20.0,7.0,5480.0,1966,59,Yes,Minimal,Museum Deaccession,24.08,38.68
Classical_Matthew_2777,Matthew Blackwell,0.72,Classical,Stone,,8.0,166745.0,1954,71,Yes,Vibrant,Museum Deaccession,795.37,830.91
Renaissance_Martina_2778,Martina Herman,0.91,Renaissance,Brass,36.0,17.0,51970.0,1905,120,No,Expressive,Gallery Exhibition,128.61,140.45
Classical_Thomasina_2779,Thomasina Dail,0.73,Classical,Bronze,11.0,7.0,1722.0,1887,138,No,Intricate,Private Collection,13.47,15.77
